host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_has_profile_pic,host_identity_verified,property_type,room_type,amenities,price,has_availability,instant_bookable,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
within an hour,100.0,1.0,t,"['email', 'phone']",t,t,Entire home,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Mountain view"", ""Indoor fireplace"", ""Stove"", ""Lockbox"", ""Exterior security cameras on property"", ""First aid kit"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Coffee maker"", ""Extra pillows and blankets"", ""High chair"", ""BBQ grill"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Washer"", ""Oven"", ""Iron"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",186.0,t,t,5.0,5.0,7.0,2.5,3,4.0,2.0,1125,2.6,1125.0,22,43,66,328,15.0,1,4.93,4.93,4.95,4.96,4.93,4.92,4.75,5,1.09
within a day,98.0,0.95,f,"['email', 'phone']",t,t,Entire guesthouse,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Hangers"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Clothing storage"", ""Drying rack for clothing"", ""Stove"", ""First aid kit"", ""Body soap"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Washer"", ""Wine glasses"", ""Fast wifi \u2013 50 Mbps"", ""Dining table"", ""Oven"", ""Iron"", ""Central air conditioning"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Lake access"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",117.0,t,f,1.0,1.0,2.0,1.0,1,1.0,3.0,90,3.0,1107.2,9,31,61,124,24.0,1,4.95,4.93,4.93,4.91,4.96,4.86,4.88,1,1.62
within an hour,100.0,1.0,t,"['email', 'phone']",t,t,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Hangers"", ""Laundromat nearby"", ""Paid dryer \u2013 In building"", ""Carbon monoxide alarm"", ""Free driveway parking on premises \u2013 1 space"", ""Maytag electric stove"", ""Microwave"", ""Garden view"", ""Wifi"", ""First aid kit"", ""Body soap"", ""52 inch HDTV with Roku"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Shared patio or balcony"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Wine glasses"", ""Oven"", ""Iron"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Paid washer \u2013 In building"", ""Smoke alarm"", ""Cooking basics"", ""Shared backyard \u2013 Fully fenced"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",83.0,t,t,4.0,11.0,2.0,1.0,1,1.0,28.0,180,28.0,180.0,29,59,89,364,5.0,0,4.83,4.79,4.85,4.89,5.0,4.85,4.9,2,0.7
within an hour,100.0,1.0,f,"['email', 'phone', 'work_email']",t,t,Entire guest suite,Entire home/apt,"[""Radiant heating"", ""Clothing storage: closet and dresser"", ""Private entrance"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Sun loungers"", ""Blender"", ""Drying rack for clothing"", ""Paid resort access"", ""Dove shampoo"", ""Cleaning products"", ""Extra pillows and blankets"", ""High chair"", ""Fire extinguisher"", ""Barbecue utensils"", ""Ski-in/ski-out \u2013 on a ski run"", ""Kitchenette"", ""Dove body soap"", ""Self check-in"", ""Freezer"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Mini fridge"", ""Private BBQ grill: gas"", ""Ethernet connection"", ""Children\u2019s dinnerware"", ""Hammock"", ""Rice maker"", ""Hisense refrigerator"", ""Private outdoor kitchen"", ""Mountain view"", ""Baby bath"", ""Changing table"", ""Long term stays allowed"", ""Hot water kettle"", ""Bathtub"", ""Shower gel"", ""Dishes and silverware"", ""Toaster"", ""Board games"", ""Wine glasses"", ""Central air conditioning"", ""Coffee"", ""Free street parking"", ""Cooking basics"", ""Private patio or balcony"", ""TV with Netflix, standard cable"", ""Children\u2019s books and toys"", ""Free washer \u2013 In building"", ""Dove conditioner"", ""Essentials"", ""Baby monitor"", ""Waterfront"", ""Dishwasher"", ""Fire pit"", ""Free dryer \u2013 In building"", ""Baby safety gates"", ""Children's playroom"", ""Free parking on premises \u2013 6 spaces"", ""Hot water"", ""Ceiling fan"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Coffee maker: Keurig coffee machine"", ""Portable fans"", ""Hangers"", ""Outdoor dining area"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Lockbox"", ""First aid kit"", ""Pets allowed"", ""Kayak"", ""Outlet covers"", ""Hair dryer"", ""Bed linens"", ""Crib - always at the listing"", ""Private backyard \u2013 Not fully fenced"", ""Babysitter recommendations"", ""Dedicated workspace"", ""Dining table"", ""Iron"", ""Bikes"", ""Pocket wifi"", ""Golf course view"", ""Room-darkening shades""]",193.0,t,t,1.0,1.0,4.0,1.0,2,2.0,2.0,30,3.1,1125.0,29,54,84,359,4.0,1,4.93,4.92,4.98,4.96,4.97,4.94,4.83,1,1.58
within an hour,100.0,1.0,t,['phone'],t,f,Entire home,Entire home/apt,"[""Dryer"", ""Essentials"", ""Refrigerator"", ""Wifi"", ""Hangers"", ""TV"", ""Pets allowed"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Books and reading material"", ""Smoke alarm"", ""Heating"", ""Fire extinguisher"", ""Washer"", ""Kitchen""]",123.0,t,f,1.0,1.0,4.0,1.0,0,3.0,31.0,1125,29.0,1125.0,29,59,89,269,3.0,0,5.0,4.9,4.9,5.0,5.0,4.9,4.8,1,0.28
within an hour,100.0,1.0,f,['phone'],t,t,Entire home,Entire home/apt,"[""Refrigerator"", ""Clothing storage: closet and dresser"", ""Hangers"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Drying rack for clothing"", ""Stove"", ""First aid kit"", ""Body soap"", ""TV"", ""Pets allowed"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Heating"", ""Baking sheet"", ""Washer"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",350.0,t,t,1.0,4.0,7.0,2.0,4,2.3,30.0,1125,30.0,1125.0,30,60,90,365,2.0,0,4.9,5.0,4.9,5.0,5.0,5.0,4.75,1,0.16
within a day,98.0,0.95,f,"['email', 'phone']",t,t,Private room in home,Private room,"[""Refrigerator"", ""Hangers"", ""Ski-in/Ski-out"", ""(varies) body soap"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Garden view"", ""Wifi"", ""Mountain view"", ""Drying rack for clothing"", ""Exterior security cameras on property"", ""First aid kit"", ""Lock on bedroom door"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Shared patio or balcony"", ""Bathtub"", ""Essentials"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Breakfast"", ""Clothing storage: closet"", ""Heating"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Host greets you"", ""Iron"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Valley view"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",119.0,t,f,2.0,7.0,1.0,1.0,1,1.0,31.0,60,31.0,1125.0,30,60,90,90,0.0,0,4.92,4.92,5.0,4.79,4.92,5.0,4.88,2,0.32
within an hour,99.0,0.99,f,"['email', 'phone']",t,f,Entire townhouse,Entire home/apt,"[""Refrigerator"", ""Private entrance"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hammock"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""Indoor fireplace"", ""First aid kit"", ""TV"", ""Coffee maker"", ""Long term stays allowed"", ""BBQ grill"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Dryer"", ""Outdoor kitchen"", ""Self check-in"", ""Dishwasher"", ""Fire pit"", ""Dishes and silverware"", ""Toaster"", ""Heating"", ""Washer"", ""Board games"", ""Backyard"", ""Oven"", ""Iron"", ""Hot water"", ""Ceiling fan"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Keypad"", ""Kitchen"", ""Ethernet connection""]",138.0,t,t,6.1,8.6,4.0,3.5,3,4.0,28.0,1125,28.0,1125.0,0,0,0,193,1.0,0,4.9,4.9,4.9,5.0,5.0,5.0,4.9,12,0.08
within a day,98.0,0.95,f,"['email', 'phone']",t,f,Entire home,Entire home/apt,"[""Refrigerator"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Hangers"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Books and reading material"", ""Outdoor furniture"", ""Wifi"", ""Mountain view"", ""Lockbox"", ""First aid kit"", ""Private gym in building"", ""TV"", ""Long term stays allowed"", ""Induction stove"", ""Cleaning products"", ""Extra pillows and blankets"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Fire extinguisher"", ""BBQ grill"", ""Barbecue utensils"", ""Crib - always at the listing"", ""Bed linens"", ""Hair dryer"", ""Hot water kettle"", ""Dryer"", ""Essentials"", ""Portable air conditioning"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Washer"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Baby safety gates"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Children's playroom"", ""Bosch Induction stainless steel oven"", ""Bikes"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Free street parking"", ""Coffee maker: espresso machine, french press, pour-over coffee"", ""Smoke alarm"", ""Exercise equipment"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",198.4130841,t,f,1.0,1.0,5.0,2.1,3,2.6,30.0,180,30.0,1125.0,28,55,81,188,0.0,0,4.9,4.9,4.9,4.9,4.9,4.9,4.8,1,2.1
within an hour,100.0,0.33,f,"['email', 'phone']",t,t,Entire bungalow,Entire home/apt,"[""Radiant heating"", ""Refrigerator"", ""Clothing storage: closet and dresser"", ""HDTV with Hulu, Disney+"", ""Hangers"", ""Portable fans"", ""Private entrance"", ""Laundromat nearby"", ""Shared backyard \u2013 Not fully fenced"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Free washer \u2013 In building"", ""Books and reading material"", ""Wifi"", ""First aid kit"", ""Body soap"", ""Room-darkening shades"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Dishes and silverware"", ""Toaster"", ""Baking sheet"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Iron"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Central air conditioning"", ""Electric stove"", ""Hot water"", ""Coffee"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",198.4130841,t,f,1.0,1.0,2.0,2.1,2,2.6,30.0,60,30.0,60.0,0,0,0,5,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.18
within an hour,100.0,0.92,t,"['email', 'phone']",t,t,Private room in home,Private room,"[""Clothing storage: closet and dresser"", ""Private entrance"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Books and reading material"", ""Sun loungers"", ""Private living room"", ""Blender"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""Courtyard view"", ""Denon sound system with Bluetooth and aux"", ""Body soap"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Barbecue utensils"", ""Pool table"", ""Private hot tub"", ""Self check-in"", ""Freezer"", ""Coffee maker: french press, Keurig coffee machine"", ""Other stainless steel gas stove"", ""Record player"", ""Mini fridge"", ""Shampoo"", ""Ethernet connection"", ""Refrigerator"", ""30 inch HDTV with Netflix, Amazon Prime Video, standard cable"", ""Stainless steel oven"", ""Hammock"", ""Rice maker"", ""Mountain view"", ""Outdoor playground"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Hot water kettle"", ""Bathtub"", ""Gym nearby"", ""Shower gel"", ""Dishes and silverware"", ""Toaster"", ""Board games"", ""Wine glasses"", ""Coffee"", ""Conditioner"", ""Bowling alley"", ""Free street parking"", ""Cooking basics"", ""Private patio or balcony"", ""Kitchen"", ""Free parking on premises"", ""Free washer \u2013 In building"", ""Hockey rink"", ""Essentials"", ""Skate ramp"", ""Fire pit"", ""Dishwasher"", ""Free dryer \u2013 In building"", ""Ping pong table"", ""Heating"", ""Children's playroom"", ""Hot water"", ""Ceiling fan"", ""Smoke alarm"", ""Keypad"", ""Luggage dropoff allowed"", ""Portable fans"", ""Hangers"", ""Outdoor dining area"", ""Microwave"", ""Outdoor furniture"", ""Garden view"", ""First aid kit"", ""BBQ grill: gas"", ""Pets allowed"", ""Hair dryer"", ""Bed linens"", ""Bread maker"", ""Fast wifi \u2013 88 Mbps"", ""Private backyard \u2013 Not fully fenced"", ""Babysitter recommendations"", ""Dedicated workspace"", ""Climbing wall"", ""Baking sheet"", ""Dining table"", ""Iron"", ""Bikes"", ""Pocket wifi"", ""Theme room"", ""Movie theater""]",166.0,t,f,7.0,7.0,2.0,1.0,1,1.0,1.0,21,1.0,1125.0,22,28,58,329,40.0,3,4.99,4.96,4.99,4.97,4.99,4.99,4.81,1,3.04
within an hour,100.0,1.0,t,"['email', 'phone']",t,t,Entire loft,Entire home/apt,"[""Private entrance"", ""Portable fans"", ""Hangers"", ""Coffee maker: drip coffee maker, pour-over coffee"", ""Laundromat nearby"", ""Paid dryer \u2013 In building"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Stainless steel oven"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Sun loungers"", ""Wifi"", ""Mountain view"", "" Full size Amana  refrigerator"", ""Drying rack for clothing"", ""Cleaning available during stay"", ""Free driveway parking on premises \u2013 2 spaces"", ""First aid kit"", ""Body soap"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""37 inch HDTV with Roku, Netflix, Amazon Prime Video"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Keypad"", ""Hot water kettle"", ""Essentials"", ""Window AC unit"", ""Self check-in"", ""Freezer"", ""Babysitter recommendations"", ""Shower gel"", ""Indoor fireplace: gas"", ""Dedicated workspace"", ""Dishes and silverware"", ""Toaster"", ""Clothing storage: closet"", ""Baking sheet"", ""Fire pit"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Shared outdoor kitchen"", ""Dining table"", ""Shared BBQ grill: gas"", ""Iron"", ""Bikes"", ""Exercise equipment: yoga mat"", ""Coffee"", ""Samsung stainless steel electric stove"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Free street parking"", ""Paid washer \u2013 In building"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shared backyard \u2013 Fully fenced"", ""Shampoo"", ""Kitchen""]",112.0,t,f,2.0,3.0,2.0,1.0,0,1.0,1.0,6,1.0,1125.0,21,39,63,145,15.6,4,4.91,4.93,4.97,4.97,4.96,4.85,4.79,2,1.8
within a day,98.0,0.95,f,"['email', 'phone']",t,f,Entire townhouse,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""48 inch HDTV with standard cable"", ""Hangers"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Mountain view"", ""Cleaning available during stay"", ""Stove"", ""Safe"", ""First aid kit"", ""Body soap"", ""Coffee maker"", ""Cleaning products"", ""Extra pillows and blankets"", ""BBQ grill"", ""Fire extinguisher"", ""Keypad"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Portable air conditioning"", ""Self check-in"", ""Freezer"", ""Indoor fireplace: gas"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Dishwasher"", ""Toaster"", ""Fire pit"", ""Heating"", ""Baking sheet"", ""Single level home"", ""Free washer \u2013 In unit"", ""Wifi \u2013 42 Mbps"", ""Private backyard \u2013 Fully fenced"", ""Baby safety gates"", ""Wine glasses"", ""Sound system"", ""Dining table"", ""Oven"", ""Iron"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Kitchen""]",198.4130841,t,t,1.0,1.0,7.0,2.1,3,2.6,30.0,1125,30.0,1125.0,0,0,0,0,1.0,0,4.98,4.98,4.98,5.0,5.0,4.88,4.9,1,0.84
within a day,67.0,0.0,f,"['email', 'phone']",t,f,Entire townhouse,Entire home/apt,"[""Private entrance"", ""Hangers"", ""Free parking on premises"", ""Wifi"", ""Indoor fireplace"", ""TV"", ""Fire extinguisher"", ""Hair dryer"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Dishes and silverware"", ""Heating"", ""Washer"", ""Iron"", ""Hot water"", ""Smoke alarm"", ""Cooking basics"", ""Keypad"", ""Kitchen""]",180.0,t,f,1.0,1.0,3.0,1.5,1,1.0,4.0,1125,4.0,1125.0,23,43,73,333,0.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0.06
within an hour,100.0,1.0,t,"['email', 'phone', 'work_email']",t,t,Entire townhouse,Entire home/apt,"[""Coffee maker: Keurig coffee machine"", ""Portable fans"", ""Hangers"", ""Private entrance"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Hammock"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Solimo shampoo"", ""Blender"", ""Mountain view"", ""Cleaning available during stay"", ""Exterior security cameras on property"", ""Baby bath"", ""Pack \u2019n play/Travel crib"", ""Samsung stainless steel oven"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""High chair"", ""Samsung refrigerator"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Bed linens"", ""Dove body soap"", ""Bathtub"", ""Essentials"", ""Beach essentials"", ""HDTV with standard cable"", ""Smart lock"", ""Self check-in"", ""Fast wifi \u2013 88 Mbps"", ""Freezer"", ""Solimo conditioner"", ""Shower gel"", ""Indoor fireplace: gas"", ""Dedicated workspace"", ""Dishes and silverware"", ""Dishwasher"", ""Toaster"", ""Baking sheet"", ""Single level home"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Bikes"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Samsung stainless steel electric stove"", ""Hot water"", ""Ceiling fan"", ""Coffee"", ""Private BBQ grill: gas"", ""Free residential garage on premises \u2013 1 space"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Kitchen""]",205.0,t,f,1.0,1.0,6.0,2.0,3,3.0,3.0,1125,2.7,1125.0,12,21,51,226,27.0,1,4.99,4.97,4.96,4.99,4.99,4.96,4.92,1,2.72
within an hour,99.0,0.99,t,"['email', 'phone', 'work_email']",t,t,Entire condo,Entire home/apt,"[""Refrigerator"", ""Luggage dropoff allowed"", ""Private entrance"", ""Hangers"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Indoor fireplace"", ""Stove"", ""Body soap"", ""Coffee maker"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Fireplace guards"", ""Fire extinguisher"", ""Bed linens"", ""Hot water kettle"", ""Dryer"", ""Essentials"", ""Smart lock"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Elevator"", ""Heating"", ""Washer"", ""Kitchen"", ""Iron"", ""Hot water"", ""Conditioner"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""TV with standard cable"", ""Room-darkening shades""]",174.0,t,t,6.1,8.6,4.0,2.0,2,2.0,2.0,365,2.2,1125.0,17,38,63,336,6.0,0,4.9,4.82,4.94,4.9,4.82,4.9,4.9,11,0.52
